cnpj;razao_social;municipio;segmento TOTVs;faixa_funcionarios_grupo;faixa_faturamento_grupo;porte;natureza_juridica;Prioridade;Fone Ranking 1;Fone Ranking 2;Fone Ranking 3;Fone Ranking 4
28250854000145;PATRIMONIAL M&F ADMINISTRACAO DE BENS, PARTICIPACOES E INVESTIMENTOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28250970000164;SANTO ANTONIO COMERCIO DE CAVACOS LTDA;AGUDOS DO SUL;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28254922000144;MESTRES NINJA INTERNET LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28263303000116;M. G. DA SILVA COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA;SIQUEIRA CAMPOS;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28267859000180;GRP FROTA TRANSPORTES RODOVIARIOS LTDA.;GUARAPUAVA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28268762000192;DOUGLAS ANTONIO DE CASTRO ADMINISTRACAO EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28269992000176;M E B CONSTRUTORA LTDA;FAZENDA RIO GRANDE;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28272097000100;POINT LOGISTICA E TRANSPORTES LTDA;CURITIBA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28277682000101;ROZANE E DENER - ELETRICA E HIDRAULICA LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28281492000150;GND PARTICIPACOES LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28289820000164;GOMES & LIMA CONSTRUCOES LTDA;ARAUCARIA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28297540000106;C & E COMERCIO DE VEICULOS LTDA;GUARAPUAVA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28300882000120;CAMILA DE OLIVEIRA CASAGRANDE EIRELI;PINHAIS;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28310835000167;MEDHEALTH PLANOS DE SAUDE LTDA;CURITIBA;SAUDE;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28321392000100;GIAN DE LUCAS ONOFRE PIZZARIA EIRELI;PARANAGUA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28323499000197;IDEE BATEL INCORPORACOES IMOBILIARIAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28332238000133;R D TECNOLOGIA INDUSTRIAL EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28334061000104;COMERCIO DE COMBUSTIVEIS KM 480 EIRELI;GENERAL CARNEIRO;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28339015000106;GUARDIAN PARTICIPACOES S.A.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28341536000190;SILICON EMPREENDIMENTO THE HILL SPE LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28341632000138;MARCO ANTONIO CORDEIRO CLINICA MEDICA E CIRURGICA LTDA;GUARAPUAVA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28352306000126;GSB CONSTRUTORA- LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28352521000127;IMMENSA EMPREENDIMENTOS S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28353268000126;DIVISA MADEIRAS LTDA;PALMAS;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28354161000100;OH CREDITOS S.A;CURITIBA;SERVICOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28354526000199;SUTEC PLASTICOS LTDA;PINHAIS;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28354628000104;FAVORINI PARTICIPACOES SOCIETARIAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28355478000153;HECATE HOLDING LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28362863000128;PAULA VIANNA & BRUNA VIANNA CLINICA MEDIA LTDA;CURITIBA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28363874000122;PRO-F ENGENHARIA E CONSTRUCOES LTDA;RIO BRANCO DO SUL;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28368668000105;R.V. SERVICOS EIRELI;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28372586000134;GEMINI TERCEIRIZACAO E SERVICOS DE ESCRITORIO E ADMINISTRACAO LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28373416000174;UKK CLINICA ODONTOLOGICA LTDA;CURITIBA;SAUDE;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28375073000187;DE LIRA & RIBEIRO COMERCIO DE PALLETS E MADEIRAS LTDA;TOMAZINA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28383158000107;FL ACADEMIA DE GINASTICA LTDA;AGUDOS DO SUL;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28387115000108;MT TRANSPORTES VEICULOS LTDA;CURITIBA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28389851000197;MADPELANDA SERVICOS ADMINISTRATIVOS EIRELI;RESERVA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28394957000189;BCA SERVICOS DE ESCRITORIO LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28396491000150;MAMUT STORM - SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO LTDA;CURITIBA;SERVICOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28397896000103;FW KRUMM METALURGICA LTDA.;ARAUCARIA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28400120000103;DEHAINI & ZANONI HOTEL E RESTAURANTE - LTDA;PONTAL DO PARANA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28402796000128;CAMPOS & PEREIRA CENTRO AUTOMOTIVO LTDA;PINHAIS;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28407638000160;POPLAVISKI & POPLAVISKI LTDA;PONTA GROSSA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28407926000115;HOMER & BEER ADEGA LTDA;SAO JOSE DOS PINHAIS;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28412842000170;DALZOTO ADMINISTRADORA DE BENS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28414130000190;PROTHEL ENGENHARIA LTDA;SAO MATEUS DO SUL;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28422847000183;OPEN ART SOLUCOES EM METAL LTDA;PINHAIS;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28426624000194;EL PATRON BAR LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28433867000150;R.D. FERREIRA COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI;ALMIRANTE TAMANDARE;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28439447000180;PANELINHAS DE MINAS RESTAURANTE EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28440515000121;S R F COMERCIO DE MOVEIS EIRELI;CAMPO LARGO;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28443850000183;CEI CORUJINHA DO CAMPO LTDA;SAO JOSE DOS PINHAIS;EDUCACIONAL;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28444654000123;RM AVANTE COMERCIAL AGRICOLA LTDA;PONTA GROSSA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28445646000100;JAS HOLDING E ADMINISTRADORA DE BENS LTDA;GUARATUBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28450735000136;DONP CORRETAGEM DE CONSORCIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28453163000149;FFS ADMINISTRADORA DE SERVICOS EIRELI;COLOMBO;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28454543000106;CLUBE DO ARQUITETO COMERCIO DE MOVEIS ONLINE LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28462404000116;PWB CONSULTORIA EMPRESARIAL LTDA.;CURITIBA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28472101000184;FERREIRA & ZAMBAO ADMINISTRADORA DE BENS PROPRIOS LTDA.;MATINHOS;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28473943000150;BONOTTO CLINICA ODONTOLOGICA LTDA.;CURITIBA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28474868000142;DISTRIBUIDORA DE BEBIDAS CAMELO LTDA;CURITIBA;DISTRIBUICAO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28479014000159;OLIVEIRA & PIETROSKI DE OLIVEIRA LTDA;ARAPOTI;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28492389000159;COMPLEXO CONSTRUCOES E OBRAS VIARIAS LTDA;FAZENDA RIO GRANDE;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28501816000118;GUMIERO REPRESENTACOES COMERCIAIS EIRELI;CURITIBA;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28504907000107;IMOBILIARIA VIDA NOVA CURITIBA LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28506667000180;NK ADMINISTRACAO DE BENS E PARTICIPACOES SOCIETARIAS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28510897000112;TRANSVIA TRANSPORTES LTDA;PRUDENTOPOLIS;LOGISTICA;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28510989000100;CONFYA PARTICIPACOES LTDA;PRUDENTOPOLIS;EDUCACIONAL;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28513123000145;LA LOMITERIA LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28514557000160;MASTER CLEAN PRODUTOS DE LIMPEZA EIRELI;IBAITI;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28515806000131;NICKTECH TECNOLOGIA E SISTEMAS DE SEGURANCA LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28524975000138;MMG PRODUTOS ALIMENTICIOS EIRELI;CURITIBA;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28526059000137;TECHWHEEL COMERCIO, FABRICACAO E REPARACAO DE EQUIPAMENTOS DE INFORMATICA, TELEFONIA, COMUNICACAO E AUDIO EIRELI;CAMPO LARGO;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28534902000127;STANISKI SERVICOS DE APOIO ADMINISTRATIVO LTDA;CAMPO LARGO;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28539241000122;EMPR EMPREENDEDORISMO E INVESTIMENTOS S.A.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28542078000157;ESSENCIAL PARTICIPACOES S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28542351000143;SCHROEDER & OLIVEIRA INCORPORADORA DE IMOVEIS LTDA;CARAMBEI;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28542531000125;LINS & PROENCA CONSTRUTORA E INCORPORADORA LTDA;ALMIRANTE TAMANDARE;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28543545000163;MARCONATO E CORDEIRO COMERCIO DE PLACAS SOLARES LTDA;GUARAPUAVA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28551920000117;RODRIGUES E WOICIK CONSTRUCOES LTDA;BALSA NOVA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28566979000189;J. L. DOS SANTOS & CIA LTDA;ARAPOTI;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28569738000193;IRMAOS PEREIRA PARTICIPACOES S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28569777000190;DLAVIC PARTICIPACOES S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28573429000197;MALUMAR EMPREENDIMENTOS IMOBILIARIOS LTDA;COLOMBO;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28574927000154;CONSERTCAR SERVICOS AUTOMOTIVOS LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28579265000105;SHELBY BARBEARIA LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28579318000198;VALENCE EMPREENDIMENTOS LTDA;IRATI;EDUCACIONAL;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28585243000158;V & F REPRESENTACAO COMERCIAL EIRELI;CURITIBA;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28586369000147;SINERGIA AGRONEGOCIOS LTDA;PONTA GROSSA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28590403000157;ME CORRETORA DE INVESTIMENTOS LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28590737000120;PERFIGRASS COMERCIO DE CANCHAS E GRAMA SINTETICA LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28594036000160;VILA 4 EMPREENDIMENTOS IMOBILIARIOS LTDA;GUARAPUAVA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28606004000137;ADH COMERCIO E CONFECCOES EIRELI;PONTA GROSSA;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28608389000171;MR2 EXTRACAO MINERAL LTDA.;CASTRO;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28608944000165;BHM PARTICIPACOES LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28610887000159;VILA PARTICIPACOES S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28611942000125;CJCH COMERCIO E DISTRIBUICAO LTDA;CURITIBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28612949000161;F. S. CONSULTORIA LTDA;GUARAPUAVA;MANUFATURA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28616413000114;PESENTI ADMINISTRADORA DE BENS - LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28619928000178;DOMANI PARTICIPACOES S/A.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28620412000143;MARTINS & IANZ MATERIAIS DE CONSTRUCAO LTDA;TELEMACO BORBA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28625814000130;DOLOMITI HOLDINGS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28639752000116;CLINICA MEDICA WESTPHAL LTDA;PITANGA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28658993000102;JORGE LUIZ CORDEIRO LIMA EIRELI;PINHAIS;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28660073000129;RENAN PASCOAL ALVES EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28661266000102;MJLN - ADMINISTRADORA DE IMOVEIS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28662034000160;AOTO CONSULTORIA E NEGOCIOS EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28662756000115;MAPEDIAS EMPREENDIMENTOS S/A;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28664504000125;PERUSSOLO COMERCIO DE COMBUSTIVEIS LTDA;REBOUCAS;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28666470000108;ISADORA CASTANHEIRA MARTINI - EIRELI;JOAQUIM TAVORA;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28673839000100;AEROCLIN MEDICINA PARA AERONAVEGANTES LTDA;CURITIBA;SAUDE;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28675567000187;J.B. ASSUNCAO PROMOCAO DE VENDAS LTDA;CURITIBA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28676651000115;ATUBA TRANSPORTES RODOVIARIOS LTDA;CURITIBA;LOGISTICA;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28684394000163;LPD CONSTRUTORA LTDA;PIRAQUARA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28684436000166;EDITORA 44 LTDA.;CAMPO LARGO;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28686885000143;CLOALE EMPREENDIMENTOS EIRELI;CARLOPOLIS;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28690632000143;CCFRG - ADMINISTRACAO DE BENS MOVEIS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28690663000102;AK17 - EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28692985000182;FERNANDA NUNES DELFINO - COMERCIO DE GAS LTDA;PIRAQUARA;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28704822000172;VISAL ENTERPRISE LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28706545000137;RCH - ROYAL COAST HOLDING LTDA.;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28706719000161;LIDIA FERST PEDROSO EIRELI;PALMAS;VAREJO;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28708793000117;ACERTT INVESTIMENTOS LTDA;GUARAPUAVA;SERVICOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28720368000143;MIX DAL POSSO EMPREENDIMENTOS LTDA;GUARAPUAVA;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28727448000120;ZANATTA MAIA CENTRO AUTOMOTIVO EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28727847000191;NONNA VITORIA PIZZARIA EIRELI;ARAUCARIA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28731585000139;EBENEZER PRODUTOS DE LIMPEZA LTDA;COLOMBO;VAREJO;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28732768000179;GOMMA DISTRIBUIDORA DE PNEUS LTDA;SAO JOSE DOS PINHAIS;VAREJO;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28741307000162;LIFE LS VIVENDAS DO BOSQUE EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28744227000160;LIFE LS BOSQUE DAS ARAUCARIAS EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28744762000111;LIFE LS JARDIM BRASIL EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28749721000118;AK16 - EMPREENDIMENTOS IMOBILIARIOS LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28751710000172;HOFFMANN PARTICIPACOES SOCIETARIAS S/A;CURITIBA;EDUCACIONAL;;;DEMAIS;SOCIEDADE ANÔNIMA FECHADA;2;;;;
28755363000156;SANTA CANDIDA EMPREENDIMENTO IMOBILIARIO SPE LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28759904000114;E. W. F. LOCACOES EIRELI;CURITIBA;SERVICOS;;;NÃO INFORMADO;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);2;;;;
28766703000144;ITAMARACA AGRICOLA SP LTDA.;TIBAGI;AGROINDUSTRIA;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28767114000180;JAZZ EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;CURITIBA;CONSTRUCAO E PROJETOS;;;DEMAIS;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
28767298000189;AVELINO & BERNARDO ASSESSORIA DE INVESTIMENTOS LTDA;FAZENDA RIO GRANDE;CONSTRUCAO E PROJETOS;;;NÃO INFORMADO;SOCIEDADE EMPRESÁRIA LIMITADA;2;;;;
