"chat_id","company_name",cnpj,"Faixa Funcionários Grupo","Fone Ranking 1","Fone Ranking 2","Fone Ranking 3","Fone Ranking 4","Func Grupo Ordem","municipio_ajustado","Penetração Geral Municipio","razao_social",Segmento,"Tipo Cliente","date_sent",status
1565498301,"TOTVS Curitiba",13270725000141,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","IGLOO AV SPE EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-16T08:30:00.816Z",SENT
1565498301,"TOTVS Curitiba",13682458000110,"20 a 49","4.236355619E9","4.532321814E9","4.233047E9","(empty)",6,"CURITIBA, PR","19%","EXTRA EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-16T08:30:00.816Z",SENT
1565498301,"TOTVS Curitiba",03561731000102,"100 a 249","4.130927729E9","4.133133009E9","(empty)","(empty)",4,"CURITIBA, PR","19%","TANGUA PATRIMONIAL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-17T08:30:00.581Z",SENT
1565498301,"TOTVS Curitiba",15757572000197,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","ESCOCIA ADMINISTRACAO DE BENS E PARTICIPACOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-17T08:30:00.581Z",SENT
1565498301,"TOTVS Curitiba",16585712000150,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","HAF - SPE016 BARIGUI PARK ROYALE LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-17T08:30:00.581Z",SENT
1565498301,"TOTVS Curitiba",18622287000157,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","SPE RESIDENCIAL FLORESTA NEGRA II LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-21T13:30:00.955Z",SENT
1565498301,"TOTVS Curitiba",18929177000132,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","JDF EMPREENDIMENTOS E SOLUCOES AMBIENTAIS - EIRELI","CONSTRUCAO E PROJETOS",Prospect,"2021-09-21T13:30:00.955Z",SENT
1565498301,"TOTVS Curitiba",19026546000140,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","AR EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-21T13:30:00.955Z",SENT
1565498301,"TOTVS Curitiba",13690741000193,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","ZIEMIA EMPREENDIMENTOS IMOBILIARIOS LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-16T13:30:00.706Z",SENT
1565498301,"TOTVS Curitiba",14164939000104,"20 a 49","4.130955259E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","MALAGA SPE 06 EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-16T13:30:00.706Z",SENT
1565498301,"TOTVS Curitiba",02579518000157,"100 a 249","4.133490958E9","4.133492304E9","4.130884598E9","4.130497272E9",4,"CURITIBA, PR","19%","TERRASSIS SANEAMENTO E MND LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-16T13:30:00.706Z",SENT
1565498301,"TOTVS Curitiba",12857089000196,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","ICONI INCORPORACOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-15T08:30:00.791Z",SENT
1565498301,"TOTVS Curitiba",12935126000137,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","DGC WEST SIDE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-15T08:30:00.791Z",SENT
1565498301,"TOTVS Curitiba",75700393000145,"20 a 49","4.133667376E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","MANSAO EMPREENDIMENTOS IMOBILIARIOS S/A.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-24T13:30:00.834Z",SENT
1565498301,"TOTVS Curitiba",76257468000128,"20 a 49","4.130391424E9","4.130396424E9","4.130424424E9","4.131551424E9",6,"CURITIBA, PR","19%","CALMIX PREPARACAO DE ARGAMASSA E CONCRETO LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-24T13:30:00.834Z",SENT
1565498301,"TOTVS Curitiba",76761816000108,"20 a 49","4.135010923E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","GERONA IMOVEIS LIMITADA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-24T13:30:00.834Z",SENT
1565498301,"TOTVS Curitiba",21130263000195,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","RIO PEQUENO ADMINISTRADORA DE BENS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-22T13:30:01.091Z",SENT
1565498301,"TOTVS Curitiba",23993620000174,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","J MALUCELLI CONSTRUCOES S/A","CONSTRUCAO E PROJETOS",Prospect,"2021-09-22T13:30:01.091Z",SENT
1565498301,"TOTVS Curitiba",24290898000148,"20 a 49","4.131238591E9","4.131238598E9","4.131238594E9","4.131238559E9",6,"CURITIBA, PR","19%","E-VIAS EMPRESA LATINO AMERICANA DE CONSULTORIA VIARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-22T13:30:01.091Z",SENT
1565498301,"TOTVS Curitiba",77071389000190,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","FUMAGALLI CONSTRUCOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-27T08:30:01.014Z",SENT
1565498301,"TOTVS Curitiba",77698983000106,"20 a 49","4.130420056E9","4.130185265E9","4.130185227E9","4.132526822E9",6,"CURITIBA, PR","19%","CONSTRUTORA TOMASI LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-27T08:30:01.014Z",SENT
1565498301,"TOTVS Curitiba",77952257000178,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","MATCON INCORPORACOES E PARTICIPACOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-27T08:30:01.014Z",SENT
1565498301,"TOTVS Curitiba",78448602000101,"20 a 49","4.133463848E9","4.5323112E9","4.236236159E9","4.236226002E9",6,"CURITIBA, PR","19%","G LAFFITTE INCORPORACOES E EMPREEND IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-27T13:30:00.780Z",SENT
1565498301,"TOTVS Curitiba",78753233000152,"20 a 49","4.133387815E9","4.133387665E9","4.133387822E9","4.13338713E9",6,"CURITIBA, PR","19%","CROMO ENGENHARIA E CONSTRUCOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-27T13:30:00.780Z",SENT
1565498301,"TOTVS Curitiba",30492603000119,"20 a 49","4.1325918E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","LAGUNA INCORPORACOES LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-24T08:30:00.247Z",SENT
1565498301,"TOTVS Curitiba",31946549000105,"20 a 49","4.132215E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","CONSORCIO GERENCIADOR PARANA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-24T08:30:00.247Z",SENT
1565498301,"TOTVS Curitiba",36957469000160,"20 a 49","4.133084323E9","4.13206993E9","(empty)","(empty)",6,"CURITIBA, PR","19%","DON EMPREENDIMENTOS IMOBILIARIOS S.A.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-24T08:30:00.247Z",SENT
1565498301,"TOTVS Curitiba",24906599000195,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","RECANTO BRASIL EMPREENDIMENTOS E INCORPORADORA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-23T08:30:01.078Z",SENT
1565498301,"TOTVS Curitiba",25529338000166,"20 a 49","4.13077716E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","ZANARDI CONSTRUTORA E INCORPORADORA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-23T08:30:01.078Z",SENT
1565498301,"TOTVS Curitiba",26252450000165,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","PY BARRA EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-23T08:30:01.078Z",SENT
1565498301,"TOTVS Curitiba",19822542000178,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","ARBOREA INCORPORACOES LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-22T08:30:00.345Z",SENT
1565498301,"TOTVS Curitiba",20465179000160,"20 a 49","4.130356867E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","BUBINIAK & SAMWAYS ADMINISTRADORA DE BENS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-22T08:30:00.345Z",SENT
1565498301,"TOTVS Curitiba",21003170000108,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","R3 EMPREENDIMENTOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-22T08:30:00.345Z",SENT
1565498301,"TOTVS Curitiba",27509313000126,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","BRICKELL INCORPORADORA SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-23T13:30:00.275Z",SENT
1565498301,"TOTVS Curitiba",28530563000100,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","TORINO EMPREENDIMENTO IMOBILIARIO SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-23T13:30:00.275Z",SENT
1565498301,"TOTVS Curitiba",29365453000101,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","LUCCA INCORPORACOES E PARTICIPACOES SOCIETARIAS S.A","CONSTRUCAO E PROJETOS",Prospect,"2021-09-23T13:30:00.275Z",SENT
1565498301,"TOTVS Curitiba",03618474000190,"100 a 249","1.13129446E9","4.130787022E9","4.130741144E9","4.130741122E9",4,"PINHAIS, PR","40%","EXXA CONSTRUTORA LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-09-28T08:30:03.083Z",SENT
1565498301,"TOTVS Curitiba",80257389000194,"100 a 249","4.230891533E9","4.230868971E9","4.230868819E9","4.136683355E9",4,"PINHAIS, PR","40%","ENGEMIN-ENGENHARIA E GEOLOGIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-28T08:30:03.083Z",SENT
1565498301,"TOTVS Curitiba",22962128000179,"50 a 99","4.132843859E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","MONDRONE INCORPORADORA DE IMOVEIS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-28T08:30:03.083Z",SENT
1565498301,"TOTVS Curitiba",02774220000106,"50 a 99","4.130451526E9","4.132865772E9","4.132868679E9","4.13286307E9",5,"RIO BRANCO DO SUL, PR","6%","TERPASUL CONSTRUTORA DE OBRAS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T08:30:00.763Z",SENT
1565498301,"TOTVS Curitiba",02539262000154,"50 a 99","4.234223097E9","(empty)","(empty)","(empty)",5,"IRATI, PR","6%","CONSTRUTORA DE RODOVIAS PEROLA DO SUL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T08:30:00.763Z",SENT
1565498301,"TOTVS Curitiba",76624584000138,"50 a 99","4.140404676E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","ENGETECNICA ENGENHARIA E CONSTRUCAO LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T08:30:00.763Z",SENT
1565498301,"TOTVS Curitiba",78759073000159,"50 a 99","4.132460655E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","D P M ELETRICIDADE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T13:30:18.728Z",SENT
1565498301,"TOTVS Curitiba",81043168000186,"50 a 99","4.333254334E9","4.130994843E9","4.130994828E9","4.130994838E9",5,"CURITIBA, PR","19%","CEMBRA ENGENHARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T13:30:18.728Z",SENT
1565498301,"TOTVS Curitiba",02879936000160,"50 a 99","4.230283971E9","4.232200436E9","4.232200414E9","4.232200404E9",5,"PONTA GROSSA, PR","14%","ARENA PARTICIPACOES SOCIETARIAS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T13:30:18.728Z",SENT
1565498301,"TOTVS Curitiba",77392256000116,"50 a 99","4.130246956E9","4.130246087E9","4.130227779E9","4.130247439E9",5,"CURITIBA, PR","19%","VILLAGE CONSTRUCOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T13:30:00.285Z",SENT
1565498301,"TOTVS Curitiba",77754372000138,"50 a 99","4.130530646E9","4.130101811E9","(empty)","(empty)",5,"CURITIBA, PR","19%","PROVILLE CONSTRUCOES CIVIS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T13:30:00.285Z",SENT
1565498301,"TOTVS Curitiba",78372604000156,"50 a 99","4.131541082E9","4.130156115E9","4.13262101E9","4.13083135E9",5,"CURITIBA, PR","19%","CONSTRUTORA FONTANIVE LIMITADA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-29T13:30:00.285Z",SENT
1565498301,"TOTVS Curitiba",95413779000183,"50 a 99","4.130148836E9","4.130859762E9","4.130779883E9","4.130148837E9",5,"CURITIBA, PR","19%","O BETACEM CONSTRUCOES E EMPREENDIMENTOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-30T08:30:00.642Z",SENT
1565498301,"TOTVS Curitiba",18156841000158,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"PONTA GROSSA, PR","14%","AMPLITUDE INCORPORADORA S/A","CONSTRUCAO E PROJETOS",Prospect,"2021-09-30T08:30:00.642Z",SENT
1565498301,"TOTVS Curitiba",19494860000157,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"PONTA GROSSA, PR","14%","COLINA DAS PALMEIRAS EMPREENDIMENTOS - SPE - LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-30T08:30:00.642Z",SENT
1565498301,"TOTVS Curitiba",27307789000184,"50 a 99","4.232351853E9","(empty)","(empty)","(empty)",5,"PONTA GROSSA, PR","14%","VIVA UVARANAS 02 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-30T13:30:00.557Z",SENT
1565498301,"TOTVS Curitiba",28800512000151,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"PONTA GROSSA, PR","14%","VISTA UVARANAS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-30T13:30:00.557Z",SENT
1565498301,"TOTVS Curitiba",79785432000105,"50 a 99","4.233016515E9","4.134522945E9","(empty)","(empty)",5,"PONTA GROSSA, PR","14%","UEME CONSTRUCAO CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-30T13:30:00.557Z",SENT
1565498301,"TOTVS Curitiba",31353377000158,"50 a 99","4.736429903E9","4.73642825E9","(empty)","(empty)",5,"CURITIBA, PR","19%","MORADA DO SABER EMPREENDIMENTOS IMOBILIARIOS SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-28T13:30:09.794Z",SENT
1565498301,"TOTVS Curitiba",76505114000155,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","CARLOS ALISSON CASTANHEIRA RABELLO","CONSTRUCAO E PROJETOS",Prospect,"2021-09-28T13:30:09.794Z",SENT
1565498301,"TOTVS Curitiba",23190281000198,"50 a 99","4.932240861E9","4.932234955E9","4.932228538E9","4.832244855E9",5,"CURITIBA, PR","19%","CONSORCIO AGUAS DO PLANALTO","CONSTRUCAO E PROJETOS",Prospect,"2021-09-28T13:30:09.794Z",SENT
1565498301,"TOTVS Curitiba",95374088000118,"20 a 49","4.133431331E9","4.133429856E9","4.132438207E9","4.132427616E9",6,"CURITIBA, PR","19%","NHO/QUIM IMOVEIS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-09-27T13:30:00.780Z",SENT
1565498301,"TOTVS Curitiba",09615440000128,"50 a 99","4.13621121E9","4.13675766E9","4.136669752E9","5.134705328E9",5,"COLOMBO, PR","14%","ROCHA DELLI CONSTRUCAO CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-01T08:30:00.472Z",SENT
1565498301,"TOTVS Curitiba",02685009000109,"50 a 99","4.133086056E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","ADIMOPAR ADMINISTRACAO,PARTICIPACAO E EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-01T08:30:00.472Z",SENT
1565498301,"TOTVS Curitiba",02911627000120,"50 a 99","4.133624651E9","4.132628324E9","4.53529757E9","4.133632449E9",5,"CURITIBA, PR","19%","VIA VENETTO CONSTRUTORA DE OBRAS EIRELI","CONSTRUCAO E PROJETOS",Prospect,"2021-10-01T08:30:00.472Z",SENT
1565498301,"TOTVS Curitiba",03461534000103,"50 a 99","4.333446228E9","4.132039045E9","4.530994607E9","4.530994618E9",5,"CURITIBA, PR","19%","G. FERDINANDI CONSTRUCAO E INCORPORACAO EIRELI","CONSTRUCAO E PROJETOS",Prospect,"2021-10-01T13:30:00.900Z",SENT
1565498301,"TOTVS Curitiba",03865048000150,"50 a 99","4.132545092E9","4.133533697E9","4.13254822E9","4.235326138E9",5,"CURITIBA, PR","19%","EXATO ENGENHARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-01T13:30:00.900Z",SENT
1565498301,"TOTVS Curitiba",04623441000109,"50 a 99","4.130774998E9","4.130262535E9","4.130242535E9","4.130262368E9",5,"CURITIBA, PR","19%","PORTAL ADMINISTRACAO E PARTICIPACAO LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-10-01T13:30:00.900Z",SENT
1565498301,"TOTVS Curitiba",04724593000190,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","MASENG MEIO AMBIENTE E SINALIZACAO EIRELI","CONSTRUCAO E PROJETOS",Prospect,"2021-10-04T08:30:00.446Z",SENT
1565498301,"TOTVS Curitiba",05802473000126,"50 a 99","4.135952499E9","4.135952452E9","4.135952455E9","4.13595245E9",5,"CURITIBA, PR","19%","GFA INCORPORACOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-04T08:30:00.446Z",SENT
1565498301,"TOTVS Curitiba",08466380000166,"50 a 99","4.133208898E9","4.133434297E9","4.133434542E9","(empty)",5,"CURITIBA, PR","19%","THA REALTY AGUA VERDE EMPREENDIMENTOS IMOBILIARIOS S/A EM RECUPERACAO JUDICIAL","CONSTRUCAO E PROJETOS",Prospect,"2021-10-04T08:30:00.446Z",SENT
1565498301,"TOTVS Curitiba",17339145000114,"50 a 99","4.130953007E9","4.130952008E9","4.135980327E9","4.1217063E9",5,"CURITIBA, PR","19%","ALFA CONSTRUTORA E INCORPORADORA SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-22T08:30:00.965Z",SENT
1565498301,"TOTVS Curitiba",19077942000104,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","D. BORCATH SPE 3 INCORPORACAO IMOBILIARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-22T08:30:00.965Z",SENT
1565498301,"TOTVS Curitiba",22249360000164,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","GP & BIDESE EMPREENDIMENTOS E DESENVOLVIMENTOS IMOBILIARIOS - SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-22T08:30:00.965Z",SENT
1565498301,"TOTVS Curitiba",10429219000164,"50 a 99","1.130187098E9","4.13071779E9","4.530161016E9","(empty)",5,"CURITIBA, PR","19%","DGC PINHEIRINHO EMPREENDIMENTO IMOBILIARIO LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-20T08:30:00.534Z",SENT
1565498301,"TOTVS Curitiba",10912990000198,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","G & J CONSTRUCAO CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-20T08:30:00.534Z",SENT
1565498301,"TOTVS Curitiba",10953795000106,"50 a 99","4.333796523E9","4.333796527E9","4.333796562E9","4.333796587E9",5,"CURITIBA, PR","19%","PAYSAGE CONDOMINIOS - LONDRINA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-20T08:30:00.534Z",SENT
1565498301,"TOTVS Curitiba",09444645000198,"50 a 99","4.132031276E9","4.133525114E9","4.132544841E9","(empty)",5,"CURITIBA, PR","19%","INFINITY EMPREENDIMENTOS IMOBILIARIOS LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-10-05T08:30:00.339Z",SENT
1565498301,"TOTVS Curitiba",09814136000100,"50 a 99","4.133432798E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","SW11 - IGUACU EMPREENDIMENTO IMOBILIARIO SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-05T08:30:00.339Z",SENT
1565498301,"TOTVS Curitiba",10237775000139,"50 a 99","4.133434907E9","4.13244184E9","(empty)","(empty)",5,"CURITIBA, PR","19%","RUDBECKIA EMPREENDIMENTO IMOBILIARIO SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-05T08:30:00.339Z",SENT
1565498301,"TOTVS Curitiba",11316870000190,"50 a 99","4.133153082E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","RIO CLARO ENERGIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-20T13:30:00.389Z",SENT
1565498301,"TOTVS Curitiba",12430414000130,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","JMN - CONSTRUCOES E INCORPORACOES DE EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-20T13:30:00.389Z",SENT
1565498301,"TOTVS Curitiba",12515881000162,"50 a 99","4.141410887E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","HILLS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-20T13:30:00.389Z",SENT
1565498301,"TOTVS Curitiba",13525983000121,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","DGC PAULO GORSKI LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-21T08:30:01.075Z",SENT
1565498301,"TOTVS Curitiba",13610387000140,"50 a 99","4.130455707E9","4.333827036E9","(empty)","(empty)",5,"CURITIBA, PR","19%","BATEL EMPREENDIMENTO IMOBILIARIO LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-21T08:30:01.075Z",SENT
1565498301,"TOTVS Curitiba",13641230000181,"50 a 99","1.130187098E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","DGC JOAO GUALBERTO LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-21T08:30:01.075Z",SENT
1565498301,"TOTVS Curitiba",15453712000133,"50 a 99","4.133506049E9","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","PAYSAGE SANTA CANDIDA INVESTIMENTOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-21T13:30:02.425Z",SENT
1565498301,"TOTVS Curitiba",15766502000103,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","DGC LIVING PARANA EMPREENDIMENTOS IMOBILIARIOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-21T13:30:02.425Z",SENT
1565498301,"TOTVS Curitiba",16789335000170,"50 a 99","(empty)","(empty)","(empty)","(empty)",5,"CURITIBA, PR","19%","BELMONT OBRAS E SERVICOS LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-10-21T13:30:02.425Z",SENT
1565498301,"TOTVS Curitiba",02786257000146,"20 a 49","2.730199163E9","4.13262267E9","4.13262222E9","4.1309322E9",6,"CURITIBA, PR","19%","GEPLAN -PLANEJAMENTO, PROJETOS E GERENCIAMENTO DE OBRAS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-25T08:30:00.866Z",SENT
1565498301,"TOTVS Curitiba",03336030000161,"20 a 49","1.131594154E9","4.130182061E9","(empty)","(empty)",6,"CURITIBA, PR","19%","SULAMERICANA ENGENHARIA LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-25T08:30:00.866Z",SENT
1565498301,"TOTVS Curitiba",03356095000179,"20 a 49","4.133396515E9","4.133367189E9","(empty)","(empty)",6,"CURITIBA, PR","19%","BUZZA PARTICIPACOES SOCIETARIAS S/A","CONSTRUCAO E PROJETOS",Prospect,"2021-10-25T08:30:00.866Z",SENT
1565498301,"TOTVS Curitiba",07790554000189,"20 a 49","4.130494661E9","4.13085822E9","(empty)","(empty)",6,"CURITIBA, PR","19%","MADEVA CONSULTORIA ADMINISTRATIVA E PARTICIPACOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-27T13:30:00.879Z",SENT
1565498301,"TOTVS Curitiba",07972107000140,"20 a 49","4.135011898E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","KAZATEC EMPREENDIMENTOS LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-27T13:30:00.879Z",SENT
1565498301,"TOTVS Curitiba",07985881000196,"20 a 49","4.133424443E9","4.130198799E9","4.130696003E9","4.130696014E9",6,"CURITIBA, PR","19%","COSTAGUERRA ENGENHARIA LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-10-27T13:30:00.879Z",SENT
1565498301,"TOTVS Curitiba",07299140000151,"20 a 49","4.136777677E9","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","EMPREENDIMENTOS IMOBILIARIOS BASSOLI LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-27T08:30:01.070Z",SENT
1565498301,"TOTVS Curitiba",07551254000147,"20 a 49","(empty)","(empty)","(empty)","(empty)",6,"CURITIBA, PR","19%","NAVE EMPREENDIMENTOS E PARTICIPACOES LTDA.","CONSTRUCAO E PROJETOS",Prospect,"2021-10-27T08:30:01.070Z",SENT
1565498301,"TOTVS Curitiba",07734257000116,"20 a 49","4.130784833E9","4.130181395E9","4.133080794E9","4.135216642E9",6,"CURITIBA, PR","19%","TELES RIBEIRO INCORPORACOES E CONSTRUCOES LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-27T08:30:01.070Z",SENT
1565498301,"TOTVS Curitiba",06370404000153,"20 a 49","4.133623711E9","4.53353601E9","4.533228353E9","(empty)",6,"CURITIBA, PR","19%","EBR ENGENHARIA CIVIL LTDA","CONSTRUCAO E PROJETOS",Prospect,"2021-10-26T13:30:00.613Z",SENT
